sampling_period,patch,date,time,treatment,divers,observer,transect,heading,quadrat,syringe_1,syringe_2,shoot_count,distance_patch,core_bag_num,above_ground,below_ground,shoot_bag_num,comments
2,Montreal,2019-08-04,11:00,zero,"RM, HW, RG",HW,3,210,1,3,10,257,0,T3Q1,0.989,4.701,T3Q1,
2,Montreal,2019-08-04,11:00,zero,"RM, HW, RG",RG,3,210,2,17,9,105,0.6,T3Q2,0.747,1.016,T3Q2,
2,Montreal,2019-08-04,11:00,zero,"RM, HW, RG",RM,3,210,3,1,5,52,2.2,NA,NA,NA,T3Q3,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",RM,1,120,1,4,6,157,0,NA,NA,NA,T1Q1,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",RG,1,120,2,2,9,117,4.2,NA,NA,NA,T1Q2,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",HW,1,120,3,8,18,93,5.7,NA,NA,NA,T1Q3,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",RM,2,30,1,10,7,184,0,T2Q1,0.686,2.892,T2Q1,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",HW,2,30,2,11,17,139,1.8,T2Q2,0.353,2.678,T2Q2,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",RG,2,30,3,16,12,47,3.4,T2Q3,0.052,0.209,T2Q3,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",RM,3,210,1,5,14,226,0,T3Q1,0.942,3.203,T3Q1,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",HW,3,210,2,15,1,237,3.5,T3Q2,0.455,5.074,T3Q2,
2,94North,2019-08-04,12:30,ft,"RM, HW, RG",RG,3,210,3,3,13,111,5,NA,NA,NA,T3Q3,
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",RM,1,120,1,4,16,281,0,NA,NA,NA,T1Q1,
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",HW,1,120,2,9,12,152,3,NA,NA,NA,T1Q2,
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",RG,1,120,3,8,5,82,4.5,NA,NA,NA,T1Q3,
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",HW,2,30,1,15,17,409,0.2,T2Q1,1.506,11.753,T2Q1,
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",RM,2,30,2,2,18,259,3.7,T3Q3,1.066,9.025,T2Q2,core bag mislabelled as T3Q3
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",RG,2,30,3,14,11,109,5,T2Q3,0.404,6.819,T2Q3,
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",RM,3,210,1,7,3,271,0,T3Q1,NA,NA,T3Q1,core collected but not processed
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",RG,3,210,2,1,6,117,1.7,T3Q2,NA,NA,T3Q2,core collected but not processed
2,94Urchin,2019-08-05,10:00,dd,"RM, HW, RG",HW,3,210,3,10,13,65,3.2,NA,NA,NA,T3Q3,
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",HW,1,120,1,18,6,275,0,NA,NA,NA,T1Q1,
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",RG,1,120,2,8,5,159,1.7,NA,NA,NA,T1Q2,
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",RM,1,120,3,7,4,112,3.2,NA,NA,NA,T1Q3,
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",RM,2,30,1,15,12,260,0,T2Q1,1.369,6.101,T2Q1,
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",HW,2,30,2,17,14,151,1.6,T2Q2,0.298,1.472,T2Q2,
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",RG,2,30,3,1,3,76,3.1,T2Q3,0.309,1.661,T2Q3,
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",RG,3,210,1,16,11,266,0,T3Q1,NA,NA,T3Q1,core collected but not processed
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",RM,3,210,2,9,10,268,1.8,T3Q2,NA,NA,T3Q2,core collected but not processed
2,Damsel,2019-08-05,11:30,natural,"RM, HW, RG",HW,3,210,3,13,2,92,3.4,NA,NA,NA,T3Q3,
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",HW,1,120,1,6,13,142,0,NA,NA,NA,T1Q1,
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",RM,1,120,2,5,8,103,1,NA,NA,NA,T1Q2,
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",RG,1,120,3,12,4,24,2.5,NA,NA,NA,T1Q3,
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",HW,2,30,1,2,9,159,0,T2Q1,1.062,4.929,T2Q1,
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",RG,2,30,2,18,10,107,0.9,T2Q2,0.646,2.635,T2Q2,
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",RM,2,30,3,11,4,75,2.4,T2Q3,0.894,7.065,T2Q3,
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",RM,3,210,1,16,15,257,0,T3Q1,NA,NA,T3Q1,core collected but not processed
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",HW,3,210,2,3,7,194,1.6,T3Q2,NA,NA,T3Q2,core collected but not processed
2,Cow,2019-08-05,12:30,dd,"RM, HW, RG",RG,3,210,3,1,17,19,3.1,NA,NA,NA,T3Q3,
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",RM,1,120,1,17,14,221,0,NA,NA,NA,T1Q1,
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",HW,1,120,2,15,9,225,3.2,NA,NA,NA,T1Q2,
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",RM,1,120,3,1,3,221,4.8,NA,NA,NA,T1Q3,
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",RM,2,30,1,12,4,267,0.4,T2Q1,1.341,3.3,T2Q1,
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",HW,2,30,2,2,13,271,3.9,T2Q2,0.661,7.613,T2Q2,
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",RG,2,30,3,7,5,144,5.4,T2Q3,0.5,2.405,T3Q3 GREEN,green tape
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",RM,3,210,1,10,8,333,0.2,NA,NA,NA,T3Q1,
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",RG,3,210,2,11,18,279,4.9,NA,NA,NA,T3Q2,
2,E2,2019-08-06,10:00,zero,"RM, HW, RG",HW,3,210,3,6,16,173,6.4,NA,NA,NA,T3Q3 PURPLE,purple tape
2,E1,2019-08-06,11:30,half,"RM, HW, RG",HW,1,120,1,9,6,370,0,NA,NA,NA,T1Q1,
2,E1,2019-08-06,11:30,half,"RM, HW, RG",RM,1,120,2,18,7,251,1.5,NA,NA,NA,T1Q2,
2,E1,2019-08-06,11:30,half,"RM, HW, RG",RG,1,120,3,13,16,84,3,NA,NA,NA,T1Q3,
2,E1,2019-08-06,11:30,half,"RM, HW, RG",RM,2,30,1,5,1,407,0,T2Q1,2.177,7.542,T2Q1,
2,E1,2019-08-06,11:30,half,"RM, HW, RG",HW,2,30,2,15,8,287,2.4,T2Q2,1.339,3.89,T2Q2,
2,E1,2019-08-06,11:30,half,"RM, HW, RG",RG,2,30,3,11,17,140,3.9,T2Q3,0.662,5.969,T2Q3,
2,E1,2019-08-06,11:30,half,"RM, HW, RG",RG,3,210,1,14,10,278,0,NA,NA,NA,T3Q1,
2,E1,2019-08-06,11:30,half,"RM, HW, RG",HW,3,210,2,12,3,244,6,NA,NA,NA,T3Q2,
2,E1,2019-08-06,11:30,half,"RM, HW, RG",RM,3,210,3,2,4,84,7.5,NA,NA,NA,T3Q3,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",HW,1,120,1,12,18,198,0.1,NA,NA,NA,T1Q1,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",RG,1,120,2,4,10,122,1.3,NA,NA,NA,T1Q2,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",RM,1,120,3,17,6,41,2.9,NA,NA,NA,T1Q3,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",HW,2,30,1,16,11,344,0.1,T2Q1,1.436,4.807,T2Q1,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",RM,2,30,2,13,5,271,1.3,T2Q2,0.634,7.144,T2Q2,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",RG,2,30,3,15,11,53,1.8,T2Q3,0.237,2.723,T2Q3,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",RM,3,210,1,2,3,206,0,NA,NA,NA,T3Q1,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",RG,3,210,2,14,7,94,1,NA,NA,NA,T3Q2,
2,Cooda,2019-08-06,12:30,dd,"RM, HW, RG",HW,3,210,3,8,9,45,2.5,NA,NA,NA,T3Q3,
2,IMC,2019-08-07,9:30,ft,"RM, HW",RM,1,120,1,14,4,343,0,NA,NA,NA,T1Q1,
2,IMC,2019-08-07,9:30,ft,"RM, HW",HW,1,120,2,5,7,181,1.9,NA,NA,NA,T1Q2,
2,IMC,2019-08-07,9:30,ft,"RM, HW",HW,1,120,3,3,6,53,3.4,NA,NA,NA,T1Q3,
2,IMC,2019-08-07,9:30,ft,"RM, HW",RM,2,30,1,1,13,276,0.4,T2Q1,1.547,6.124,T2Q1,
2,IMC,2019-08-07,9:30,ft,"RM, HW",HW,2,30,2,16,9,226,0.9,T2Q2,0.881,5.008,T2Q2,
2,IMC,2019-08-07,9:30,ft,"RM, HW",HW,2,30,3,8,18,63,2.4,T2Q3,0.083,1.701,T2Q3,
2,IMC,2019-08-07,9:30,ft,"RM, HW",RM,3,210,1,17,2,226,0,NA,NA,NA,T3Q1,
2,IMC,2019-08-07,9:30,ft,"RM, HW",HW,3,210,2,12,11,182,1.8,NA,NA,NA,T3Q2,
2,IMC,2019-08-07,9:30,ft,"RM, HW",RM,3,210,3,10,15,139,3.3,NA,NA,NA,T3Q3,
2,78S,2019-08-07,11:30,natural,"RM, RG",RM,1,120,1,16,15,194,0,NA,NA,NA,T1Q1,
2,78S,2019-08-07,11:30,natural,"RM, RG",RG,1,120,2,18,5,79,1.2,NA,NA,NA,T1Q2,
2,78S,2019-08-07,11:30,natural,"RM, RG",RG,1,120,3,1,13,32,2.7,NA,NA,NA,T1Q3,"no shoot count recorded, went back next day"
2,78S,2019-08-07,11:30,natural,"RM, RG",RM,2,30,1,12,2,205,0,T2Q1,2.438,6.956,T2Q1,
2,78S,2019-08-07,11:30,natural,"RM, RG",RG,2,30,2,3,14,164,1.8,T2Q2,0.818,3.952,T2Q2,
2,78S,2019-08-07,11:30,natural,"RM, RG",RM,2,30,3,9,6,190,3.4,T2Q3,0.666,5.458,T2Q3,
2,78S,2019-08-07,11:30,natural,"RM, RG",RG,3,210,1,8,7,236,0,NA,NA,NA,T3Q1,
2,78S,2019-08-07,11:30,natural,"RM, RG",RM,3,210,2,10,17,220,2.4,NA,NA,NA,T3Q2,
2,78S,2019-08-07,11:30,natural,"RM, RG",RG,3,210,3,11,4,59,3.9,NA,NA,NA,T3Q3,
2,FFA,2019-08-07,13:00,zero,"HW, RG",RG,1,120,1,1,17,207,0.1,NA,NA,NA,T1Q1,
2,FFA,2019-08-07,13:00,zero,"HW, RG",HW,1,120,2,3,9,200,0.9,NA,NA,NA,T1Q2,
2,FFA,2019-08-07,13:00,zero,"HW, RG",HW,1,120,3,15,11,47,2.4,NA,NA,NA,T1Q3,
2,FFA,2019-08-07,13:00,zero,"HW, RG",RG,2,30,1,5,16,155,0.2,T2Q1,0.893,3.015,T2Q1,
2,FFA,2019-08-07,13:00,zero,"HW, RG",HW,2,30,2,10,4,301,2.1,T2Q2,0.739,5.792,T2Q2,
2,FFA,2019-08-07,13:00,zero,"HW, RG",HW,2,30,3,2,13,88,3.6,T2Q3,0.026,2.289,T2Q3,
2,FFA,2019-08-07,13:00,zero,"HW, RG",RG,3,210,1,8,18,126,0,NA,NA,NA,T3Q1,
2,FFA,2019-08-07,13:00,zero,"HW, RG",HW,3,210,2,6,12,168,0.9,NA,NA,NA,T3Q2,
2,FFA,2019-08-07,13:00,zero,"HW, RG",RG,3,210,3,14,7,51,2.4,NA,NA,NA,T3Q3,
2,Check5,2019-08-08,10:00,half,"RM, HW",RM,1,120,1,2,14,177,0,NA,NA,NA,T1Q1,
2,Check5,2019-08-08,10:00,half,"RM, HW",HW,1,120,2,7,8,215,2.3,NA,NA,NA,T1Q2,
2,Check5,2019-08-08,10:00,half,"RM, HW",HW,1,120,3,12,17,89,3.8,NA,NA,NA,T1Q3,
2,Check5,2019-08-08,10:00,half,"RM, HW",RM,2,30,1,13,15,281,0,T2Q1,0.975,3.93,T2Q1,
2,Check5,2019-08-08,10:00,half,"RM, HW",HW,2,30,2,5,1,353,1.7,T2Q2,0.989,4.2,T2Q2,
2,Check5,2019-08-08,10:00,half,"RM, HW",RM,2,30,3,16,11,262,3.1,T2Q3,0.537,7.638,T2Q3,
2,Check5,2019-08-08,10:00,half,"RM, HW",HW,3,210,1,3,6,315,0,NA,NA,NA,T3Q1,
2,Check5,2019-08-08,10:00,half,"RM, HW",RM,3,210,2,4,18,169,2.5,NA,NA,NA,T3Q2,
2,Check5,2019-08-08,10:00,half,"RM, HW",RM,3,210,3,9,10,93,4.1,NA,NA,NA,T3Q3,
2,CT15,2019-08-08,11:30,zero,"RM, HW",RM,1,120,1,5,1,190,0,NA,NA,NA,T1Q1,
2,CT15,2019-08-08,11:30,zero,"RM, HW",HW,1,120,2,10,17,171,0.9,NA,NA,NA,T1Q2,
2,CT15,2019-08-08,11:30,zero,"RM, HW",HW,1,120,3,4,13,72,2.4,NA,NA,NA,T1Q3,
2,CT15,2019-08-08,11:30,zero,"RM, HW",HW,2,30,1,12,7,194,0,T2Q1,1.217,2.744,T2Q1,
2,CT15,2019-08-08,11:30,zero,"RM, HW",RM,2,30,2,6,16,165,2.2,T2Q2,0.642,4.006,T2Q2,
2,CT15,2019-08-08,11:30,zero,"RM, HW",HW,2,30,3,9,13,103,3.8,T2Q3,0.366,3.432,T2Q3,
2,CT15,2019-08-08,11:30,zero,"RM, HW",HW,3,210,1,14,2,233,0.1,NA,NA,NA,T3Q1,
2,CT15,2019-08-08,11:30,zero,"RM, HW",RM,3,210,2,18,11,222,1.6,NA,NA,NA,T3Q2,
2,CT15,2019-08-08,11:30,zero,"RM, HW",HW,3,210,3,15,8,118,3.1,NA,NA,NA,T3Q3,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RM,1,120,1,3,8,162,0,NA,NA,NA,T1Q1,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RG,1,120,2,2,9,88,1.5,NA,NA,NA,T1Q2,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RG,1,120,3,5,15,28,3,NA,NA,NA,T1Q3,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RM,2,30,1,14,11,172,0,T2Q1,1.704,3.341,T2Q1,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RG,2,30,2,1,6,154,2.4,T2Q2,0.315,4.966,T2Q2,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RM,2,30,3,7,13,97,4,T2Q3,2.886,7.899,T2Q3,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RG,3,210,1,18,17,164,0.1,NA,NA,NA,T3Q1,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RM,3,210,2,10,12,147,3.1,NA,NA,NA,T3Q2,
2,Vancouver,2019-08-08,13:00,half,"RM, RG",RM,3,210,3,4,16,66,4.6,NA,NA,NA,T3Q3,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",RG,1,120,1,3,12,212,0,NA,NA,NA,T1Q1,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",HW,1,120,2,6,17,250,0.8,NA,NA,NA,T1Q2,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",HW,1,120,3,4,1,80,2.3,NA,NA,NA,T1Q3,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",RG,2,30,1,2,10,255,0.9,T2Q1,1.145,5.76,T2Q1,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",HW,2,30,2,13,8,209,1.9,T2Q2,0.41,5.928,T2Q2,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",HW,2,30,3,14,16,52,3.4,T2Q3,0.077,1.06,T2Q3,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",RG,3,210,1,18,7,216,0.2,NA,NA,NA,T3Q1,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",HW,3,210,2,5,11,208,1.1,NA,NA,NA,T3Q2,
2,Calgary,2019-08-08,14:00,ft,"HW, RG",RG,3,210,3,15,9,57,3.6,NA,NA,NA,T3Q3,
2,119,2019-08-09,10:00,natural,"HW, RG",RG,1,120,1,9,16,206,0.1,NA,NA,NA,T1Q1,
2,119,2019-08-09,10:00,natural,"HW, RG",HW,1,120,2,8,13,249,0.9,NA,NA,NA,T1Q2,
2,119,2019-08-09,10:00,natural,"HW, RG",HW,1,120,3,14,15,81,2.4,NA,NA,NA,T1Q3,
2,119,2019-08-09,10:00,natural,"HW, RG",RG,2,30,1,5,1,153,0.1,T2Q1,0.649,1.32,T2Q1,
2,119,2019-08-09,10:00,natural,"HW, RG",HW,2,30,2,18,6,219,1.6,T2Q2,0.421,3.623,T2Q2,
2,119,2019-08-09,10:00,natural,"HW, RG",HW,2,30,3,11,4,97,3.1,T2Q3,0.068,2.839,T2Q3,
2,119,2019-08-09,10:00,natural,"HW, RG",RG,3,210,1,10,3,182,0,NA,NA,NA,T3Q1,
2,119,2019-08-09,10:00,natural,"HW, RG",HW,3,210,2,2,12,424,1.5,NA,NA,NA,T3Q2,
2,119,2019-08-09,10:00,natural,"HW, RG",RG,3,210,3,7,17,185,3,NA,NA,NA,T3Q3,
2,71,2019-08-09,11:30,ft,"RM, HW",RM,1,120,1,9,12,352,0,NA,NA,NA,T1Q1,
2,71,2019-08-09,11:30,ft,"RM, HW",HW,1,120,2,1,17,283,4.3,NA,NA,NA,T1Q2,
2,71,2019-08-09,11:30,ft,"RM, HW",HW,1,120,3,18,10,113,5.8,NA,NA,NA,T1Q3,
2,71,2019-08-09,11:30,ft,"RM, HW",RM,2,30,1,15,14,462,0,T2Q1,1.289,10.389,T2Q1,
2,71,2019-08-09,11:30,ft,"RM, HW",HW,2,30,2,6,2,394,4.7,T2Q2,0.859,6.476,T2Q2,
2,71,2019-08-09,11:30,ft,"RM, HW",RM,2,30,3,3,16,202,6.2,T2Q3,0.808,7.032,T2Q3,
2,71,2019-08-09,11:30,ft,"RM, HW",HW,3,210,1,8,7,356,0.2,NA,NA,NA,T3Q1,
2,71,2019-08-09,11:30,ft,"RM, HW",RM,3,210,2,4,5,372,4.3,NA,NA,NA,T3Q2,
2,71,2019-08-09,11:30,ft,"RM, HW",HW,3,210,3,13,11,181,5.8,NA,NA,NA,T3Q3,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RM,1,120,1,12,13,284,0,NA,NA,NA,T1Q1,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RG,1,120,2,17,6,164,0.7,NA,NA,NA,T1Q2,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RG,1,120,3,16,4,46,2.2,NA,NA,NA,T1Q3,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RM,2,30,1,5,14,242,0.5,T2Q1,1.288,5.111,T2Q1,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RG,2,30,2,10,8,146,2,T2Q2,0.227,2.159,T2Q2,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RG,2,30,3,11,18,99,3.5,T2Q3,0.15,2.311,T2Q3,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RM,3,210,1,15,1,298,0,NA,NA,NA,T3Q1,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RG,3,210,2,3,7,144,1,NA,NA,NA,T3Q2,
2,Check3,2019-08-09,12:30,zero,"RM, RG",RG,3,210,3,9,2,48,2.5,NA,NA,NA,T3Q3,
2,NF17,2019-08-12,9:30,ft,"HW, RM",HW,1,120,1,13,9,239,0.3,NA,NA,NA,T1Q1,
2,NF17,2019-08-12,9:30,ft,"HW, RM",RM,1,120,2,6,12,177,3.5,NA,NA,NA,T1Q2,
2,NF17,2019-08-12,9:30,ft,"HW, RM",HW,1,120,3,2,10,76,5.1,NA,NA,NA,T1Q3,
2,NF17,2019-08-12,9:30,ft,"HW, RM",RM,2,30,1,18,8,330,0,T2Q1,0.777,7.714,T2Q1,
2,NF17,2019-08-12,9:30,ft,"HW, RM",HW,2,30,2,15,7,231,1.7,T2Q2,0.799,7.3,T2Q2,
2,NF17,2019-08-12,9:30,ft,"HW, RM",RM,2,30,3,14,17,133,3.2,T2Q3,0.649,3.205,T2Q3,
2,NF17,2019-08-12,9:30,ft,"HW, RM",HW,3,210,1,11,5,219,0,NA,NA,NA,T3Q1,
2,NF17,2019-08-12,9:30,ft,"HW, RM",RM,3,210,2,16,3,260,3.8,NA,NA,NA,T3Q2,
2,NF17,2019-08-12,9:30,ft,"HW, RM",HW,3,210,3,1,4,127,5.3,NA,NA,NA,T3Q3,
2,57,2019-08-12,11:00,dd,"RM, RG",RM,1,120,1,5,18,318,0,NA,NA,NA,T1Q1,
2,57,2019-08-12,11:00,dd,"RM, RG",RG,1,120,2,8,11,89,1.9,NA,NA,NA,T1Q2,
2,57,2019-08-12,11:00,dd,"RM, RG",RG,1,120,3,1,12,59,3.4,NA,NA,NA,T1Q3,
2,57,2019-08-12,11:00,dd,"RM, RG",RM,2,30,1,13,2,350,0,T2Q1,2.175,8.801,T2Q1,
2,57,2019-08-12,11:00,dd,"RM, RG",RG,2,30,2,10,15,256,2.3,T2Q2,0.729,5.044,T2Q2,
2,57,2019-08-12,11:00,dd,"RM, RG",RM,2,30,3,16,6,175,3.8,T2Q3,0.42,9.951,T2Q3,
2,57,2019-08-12,11:00,dd,"RM, RG",RG,3,210,1,14,9,240,0.7,NA,NA,NA,T3Q1,
2,57,2019-08-12,11:00,dd,"RM, RG",RM,3,210,2,7,17,220,2.7,NA,NA,NA,T3Q2,
2,57,2019-08-12,11:00,dd,"RM, RG",RG,3,210,3,4,3,30,4.2,NA,NA,NA,T3Q3,
2,Josh,2019-08-12,12:30,half,"HW, RG",RG,1,120,1,6,12,164,0.2,NA,NA,NA,T1Q1,
2,Josh,2019-08-12,12:30,half,"HW, RG",HW,1,120,2,5,13,349,3.3,NA,NA,NA,T1Q2,
2,Josh,2019-08-12,12:30,half,"HW, RG",HW,1,120,3,10,18,149,4.8,NA,NA,NA,T1Q3,
2,Josh,2019-08-12,12:30,half,"HW, RG",RG,2,30,1,2,4,196,0,T2Q1,0.859,3.389,T2Q1,
2,Josh,2019-08-12,12:30,half,"HW, RG",HW,2,30,2,14,15,272,2.1,T2Q2,0.808,5.999,T2Q2,
2,Josh,2019-08-12,12:30,half,"HW, RG",RG,2,30,3,8,9,109,3.6,T2Q3,0.409,2.895,T2Q3,
2,Josh,2019-08-12,12:30,half,"HW, RG",HW,3,210,1,11,7,235,0.3,NA,NA,NA,T3Q1,
2,Josh,2019-08-12,12:30,half,"HW, RG",HW,3,210,2,17,3,241,2.4,NA,NA,NA,T3Q2,
2,Josh,2019-08-12,12:30,half,"HW, RG",RG,3,210,3,16,1,72,3.9,NA,NA,NA,T3Q3,
2,Check1,2019-08-13,9:30,dd,"HW, RG",RG,1,120,1,11,3,302,0,NA,NA,NA,T1Q1,
2,Check1,2019-08-13,9:30,dd,"HW, RG",HW,1,120,2,6,5,301,1.2,NA,NA,NA,T1Q2,
2,Check1,2019-08-13,9:30,dd,"HW, RG",HW,1,120,3,12,13,116,2.7,NA,NA,NA,T1Q3,
2,Check1,2019-08-13,9:30,dd,"HW, RG",RG,2,30,1,10,1,329,0,T2Q1,1.665,8.468,T2Q1,
2,Check1,2019-08-13,9:30,dd,"HW, RG",HW,2,30,2,18,2,333,2,T2Q2,0.867,8.787,T2Q2,
2,Check1,2019-08-13,9:30,dd,"HW, RG",HW,2,30,3,15,16,140,3.5,T2Q3,0.554,3.496,T2Q3,
2,Check1,2019-08-13,9:30,dd,"HW, RG",RG,3,210,1,4,14,278,0.5,NA,NA,NA,T3Q1,
2,Check1,2019-08-13,9:30,dd,"HW, RG",HW,3,210,2,7,8,284,2.3,NA,NA,NA,T3Q2,
2,Check1,2019-08-13,9:30,dd,"HW, RG",HW,3,210,3,9,17,156,3.8,NA,NA,NA,T3Q3,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",RG,1,120,1,13,9,183,0,NA,NA,NA,T1Q1,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",HW,1,120,2,8,3,198,1.3,NA,NA,NA,T1Q2,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",HW,1,120,3,7,4,76,2.8,NA,NA,NA,T1Q3,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",RG,2,30,1,6,1,142,0.3,T2Q1,0.625,5.356,T2Q1,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",HW,2,30,2,17,12,187,1.3,T2Q2,0.304,2.733,T2Q2,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",HW,2,30,3,2,11,92,2.8,T2Q3,0.129,0.751,T2Q3,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",RG,3,210,1,15,14,171,0.2,NA,NA,NA,T3Q1,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",HW,3,210,2,16,10,180,0.9,NA,NA,NA,T3Q2,
2,Angel2,2019-08-13,11:00,ft,"HW, RG",RG,3,210,3,18,5,68,2.4,NA,NA,NA,T3Q3,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",RG,1,120,1,12,11,208,0.2,NA,NA,NA,T1Q1,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",HW,1,120,2,17,13,201,2.8,NA,NA,NA,T1Q2,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",HW,1,120,3,18,15,59,4.5,NA,NA,NA,T1Q3,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",RG,2,30,1,1,16,177,0.1,T2Q1,0.721,4.539,T2Q1,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",HW,2,30,2,9,3,194,0.9,T2Q2,0.279,6.636,T2Q2,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",HW,2,30,3,4,7,13,2.4,T2Q3,0.077,0.563,T2Q3,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",RG,3,210,1,5,10,197,0.1,NA,NA,NA,T3Q1,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",HW,3,210,2,2,8,254,1.5,NA,NA,NA,T3Q2,
2,Biscuit,2019-08-13,12:30,zero,"HW, RG",HW,3,210,3,6,14,34,3,NA,NA,NA,T3Q3,
2,NF15,2019-08-14,9:30,dd,"HW, RG",RG,1,120,1,2,19,107,0,NA,NA,NA,T1Q1,
2,NF15,2019-08-14,9:30,dd,"HW, RG",HW,1,120,2,13,15,302,2.8,NA,NA,NA,T1Q2,
2,NF15,2019-08-14,9:30,dd,"HW, RG",RG,1,120,3,7,5,137,4.3,NA,NA,NA,T1Q3,
2,NF15,2019-08-14,9:30,dd,"HW, RG",HW,2,30,1,16,3,172,0.1,T2Q1,0.887,18.732,T2Q1,
2,NF15,2019-08-14,9:30,dd,"HW, RG",HW,2,30,2,18,10,168,4.1,T2Q2,0.894,8.183,T2Q2,
